age,educational-num,gender,hours-per-week,native-country,income_>50K
40,14,Male,50,Cambodia,1
41,9,Female,20,Cambodia,0
26,9,Female,40,Cambodia,0
29,15,Female,70,Cambodia,0
35,9,Male,40,Cambodia,1
43,10,Male,40,Cambodia,1
47,9,Female,40,Cambodia,0
33,13,Female,40,Cambodia,0
41,10,Female,40,Cambodia,1
28,9,Male,40,Cambodia,0
28,10,Male,43,Nicaragua,0
20,10,Female,36,Cambodia,0
42,13,Male,60,Cambodia,1
43,14,Female,50,Cambodia,0
26,9,Male,40,Cambodia,0
44,10,Male,40,Cambodia,0
17,7,Female,25,Cambodia,0
58,13,Male,40,Cambodia,0
20,6,Male,40,Cambodia,0
21,1,Male,50,Nicaragua,0
28,13,Male,40,Cambodia,0
41,12,Male,60,Cambodia,1
49,10,Female,35,Cambodia,0
29,14,Female,45,Cambodia,0
37,9,Male,86,Cambodia,0
43,6,Male,40,Cambodia,1
42,10,Male,66,Cambodia,0
17,8,Female,8,Cambodia,0
25,9,Male,40,Cambodia,1
17,7,Male,15,Cambodia,0
56,10,Male,60,Cambodia,1
22,9,Male,20,Cambodia,0
29,10,Female,40,Cambodia,0
52,3,Female,40,Nicaragua,0
31,13,Male,48,Poland,1
18,9,Male,40,Cambodia,0
43,9,Male,40,Cambodia,0
63,15,Male,40,Cambodia,1
19,7,Female,25,Cambodia,0
36,11,Male,40,Cambodia,0
52,9,Male,40,Cambodia,0
46,9,Male,40,Cambodia,0
29,9,Male,80,Cambodia,0
72,15,Male,50,Cambodia,1
26,9,Male,40,Cambodia,0
19,9,Male,35,Cambodia,0
54,10,Female,40,Cambodia,0
25,10,Male,50,Cambodia,0
42,10,Male,40,Cambodia,1
18,8,Female,20,Cambodia,0
44,5,Female,50,Scotland,0
19,4,Female,40,Cambodia,0
27,9,Male,40,England,0
21,9,Male,40,Cambodia,0
48,10,Female,45,Cambodia,0
28,9,Male,40,Cambodia,0
47,14,Female,35,Cambodia,1
25,12,Male,48,Cambodia,0
54,10,Male,32,Cambodia,0
18,8,Male,4,Cambodia,0
34,11,Male,40,Cambodia,0
39,9,Male,40,Cambodia,1
25,13,Female,40,Cambodia,0
64,13,Male,50,Cambodia,1
46,13,Male,40,Cambodia,0
45,5,Female,15,Cambodia,0
49,5,Female,20,Cambodia,0
18,7,Female,20,Cambodia,0
54,9,Male,15,Cambodia,0
33,9,Male,50,Cambodia,0
23,10,Female,30,Cambodia,0
29,10,Male,40,Scotland,1
39,9,Female,45,Cambodia,0
42,9,Female,40,Cambodia,0
29,9,Male,50,Cambodia,1
42,10,Female,40,Cambodia,0
25,10,Female,40,Cambodia,0
32,13,Male,44,Cambodia,0
29,10,Male,60,Cambodia,0
34,9,Female,35,Cambodia,0
22,6,Female,25,Cambodia,0
39,13,Male,45,Cambodia,0
39,10,Female,40,Cambodia,0
57,9,Male,40,Cambodia,0
28,15,Male,90,Cambodia,0
51,9,Male,40,Cambodia,0
22,13,Female,20,Cambodia,0
43,13,Female,40,Cambodia,1
19,10,Male,35,Cambodia,0
34,13,Male,55,Cambodia,1
25,13,Male,40,Cambodia,0
37,9,Male,60,Cambodia,1
22,7,Female,40,Cambodia,0
39,13,Male,40,Cambodia,0
28,9,Male,40,Cambodia,0
62,9,Female,6,Cambodia,0
53,9,Male,52,Cambodia,1
34,6,Female,40,Japan,0
29,13,Male,50,Cambodia,0
21,10,Male,64,Cambodia,0
34,9,Male,40,Cambodia,0
44,10,Female,25,Cambodia,0
41,9,Female,40,Cambodia,0
38,10,Male,60,Cambodia,0
38,12,Male,40,Cambodia,1
19,9,Male,25,Cambodia,0
44,10,Female,40,Cambodia,0
36,9,Male,40,Cambodia,0
18,7,Female,16,Cambodia,0
29,10,Male,40,Cambodia,0
37,14,Male,50,El-Salvador,1
51,13,Male,40,Cambodia,1
27,12,Female,58,Cambodia,0
30,10,Male,30,Cambodia,0
48,9,Male,60,Cambodia,0
25,9,Female,30,Cuba,0
38,13,Male,40,Cambodia,0
34,11,Male,40,Cambodia,1
26,10,Male,25,Cambodia,0
34,14,Female,50,Cambodia,1
52,10,Male,30,Cambodia,0
22,13,Female,40,Cambodia,0
47,9,Male,50,Cambodia,1
33,9,Male,61,Cambodia,0
46,9,Female,25,Cambodia,0
21,9,Male,40,Cambodia,0
55,9,Female,37,Cambodia,0
34,13,Male,40,Cambodia,0
43,5,Female,44,Puerto-Rico,0
37,9,Female,12,Cambodia,0
37,9,Male,85,Cambodia,0
24,13,Female,40,Cambodia,0
39,9,Female,40,Cambodia,0
48,13,Female,44,Greece,0
24,14,Female,45,Cambodia,0
66,7,Male,20,Cambodia,0
25,10,Male,60,Cambodia,0
41,11,Female,40,Cambodia,0
49,9,Male,40,Cambodia,1
41,9,Male,44,Cambodia,1
39,10,Female,21,Cambodia,0
33,13,Male,50,Cambodia,1
35,7,Male,40,Cambodia,0
47,10,Male,65,Cambodia,1
25,12,Female,40,Cambodia,0
33,9,Male,20,Cambodia,0
50,15,Male,30,Cambodia,1
31,13,Female,40,Cambodia,0
41,14,Female,30,Cambodia,0
33,14,Male,40,Cambodia,1
43,9,Male,48,Cambodia,0
19,9,Female,40,Cambodia,0
44,7,Female,30,Cambodia,0
37,9,Male,40,Cambodia,0
20,9,Male,50,Cambodia,0
42,10,Male,50,Cambodia,1
32,11,Female,40,Cambodia,0
26,11,Male,55,Cambodia,0
28,9,Male,40,Cambodia,0
39,9,Male,40,Cambodia,0
44,9,Male,40,Cambodia,0
83,10,Female,40,Cambodia,0
35,9,Male,40,Cambodia,0
49,13,Female,56,Cambodia,1
21,9,Female,40,Cambodia,0
22,9,Male,40,Cambodia,0
25,9,Male,16,Cambodia,0
66,15,Male,20,Cambodia,0
78,2,Male,20,Outlying-US,0
52,4,Female,7,Cambodia,0
22,10,Female,38,Cambodia,0
31,9,Male,50,Cambodia,0
44,9,Male,40,Cambodia,0
28,9,Male,70,Cambodia,0
57,10,Female,40,Cambodia,0
38,13,Male,40,Cambodia,0
39,14,Male,40,Portugal,0
19,10,Female,40,Cambodia,0
33,9,Male,40,Cambodia,0
55,11,Female,40,Cambodia,0
54,9,Male,48,Cambodia,1
29,9,Male,40,Cambodia,1
17,7,Male,10,Scotland,0
19,9,Female,20,Cambodia,0
73,6,Female,10,Cambodia,0
46,13,Male,44,Cambodia,1
49,9,Female,16,Cambodia,0
51,13,Female,40,Cambodia,0
56,9,Female,40,Cambodia,0
26,9,Male,40,Cambodia,0
48,13,Male,40,Cambodia,1
35,12,Female,40,Cambodia,0
48,13,Male,70,Cambodia,1
63,13,Male,32,Columbia,1
20,10,Male,40,Cambodia,0
41,9,Male,40,Cambodia,0
24,9,Male,25,Cambodia,0
90,15,Male,72,Cambodia,1
28,15,Male,60,Cambodia,0
44,14,Male,40,Cambodia,0
49,9,Male,40,Cambodia,0
59,9,Female,45,Cambodia,0
25,9,Female,50,Cambodia,0
20,9,Male,40,Cambodia,0
40,10,Male,40,Cambodia,0
24,13,Female,40,Cambodia,0
52,4,Male,40,Cambodia,0
57,13,Male,40,Cambodia,1
33,13,Male,40,Cambodia,0
26,9,Male,40,Cambodia,0
20,9,Male,40,Cambodia,0
48,9,Male,40,Cambodia,0
40,9,Male,40,Cambodia,0
36,11,Male,37,Hungary,0
20,10,Female,20,Cambodia,0
22,9,Male,20,Cambodia,0
42,12,Male,45,Cambodia,0
42,10,Female,40,Cambodia,0
66,6,Female,38,Cambodia,0
33,10,Male,70,Cambodia,0
56,14,Female,39,Cambodia,0
45,3,Male,40,El-Salvador,0
20,10,Female,20,Cambodia,0
55,5,Male,40,Cambodia,0
24,12,Female,40,Cambodia,0
54,9,Male,40,Cambodia,0
30,10,Male,40,Cambodia,1
50,10,Male,40,Cambodia,0
61,4,Male,40,Cambodia,0
33,8,Female,35,Cambodia,0
35,14,Female,40,Thailand,1
48,13,Female,40,Cambodia,1
34,1,Female,25,Cambodia,0
25,13,Male,40,Cambodia,0
48,9,Male,15,Cambodia,0
40,10,Male,40,Cambodia,0
46,10,Female,40,Cambodia,0
68,9,Male,50,Cambodia,0
20,9,Female,40,Cambodia,0
22,10,Female,16,Cambodia,0
30,9,Female,35,Scotland,0
32,13,Female,45,Cambodia,0
53,9,Male,30,Cambodia,0
60,14,Female,50,Cambodia,0
34,10,Male,60,Cambodia,0
32,12,Male,42,Cambodia,0
40,14,Male,35,Cambodia,1
18,9,Male,40,Cambodia,0
20,9,Male,40,Cambodia,0
53,8,Male,45,Cambodia,0
61,4,Female,21,Cambodia,0
59,9,Male,45,Cambodia,0
17,6,Female,10,Cambodia,0
36,10,Male,50,Cambodia,1
46,13,Male,40,Cambodia,1
41,10,Male,65,Cambodia,1
35,7,Female,32,Cambodia,0
37,5,Male,50,Cambodia,0
17,7,Female,24,Cambodia,0
53,9,Male,40,Cambodia,1
37,10,Male,50,Cambodia,1
28,9,Female,40,Cambodia,0
43,13,Male,45,Cambodia,1
70,14,Male,4,Cambodia,1
27,11,Male,45,Cambodia,0
24,13,Female,40,Cambodia,0
33,9,Male,32,Cambodia,0
28,9,Male,40,Portugal,1
32,9,Male,40,Cambodia,0
47,11,Male,60,Cambodia,1
45,14,Male,40,Cambodia,1
49,9,Female,35,Cambodia,0
36,9,Male,45,Cambodia,0
39,10,Male,40,Cambodia,0
43,13,Male,40,Cambodia,1
43,10,Male,40,Cambodia,0
57,3,Male,40,Cambodia,0
26,9,Female,55,Cambodia,0
40,13,Male,50,Cambodia,1
53,9,Male,40,Cambodia,0
19,9,Female,40,Cambodia,0
54,9,Male,40,Cambodia,1
34,13,Female,40,Cambodia,1
54,10,Female,40,Cambodia,0
23,13,Female,20,Cambodia,0
44,13,Male,40,Cambodia,1
33,13,Male,40,Cambodia,1
64,16,Male,40,Columbia,1
34,9,Female,40,Cambodia,0
25,10,Female,25,England,0
29,10,Male,40,Cambodia,0
35,13,Male,40,Cambodia,1
36,9,Male,30,Cambodia,0
32,9,Male,40,Cambodia,0
21,10,Female,35,Cambodia,0
59,9,Male,60,Cambodia,1
42,9,Male,39,Cambodia,0
41,13,Male,40,Cambodia,1
17,6,Male,20,Cambodia,0
30,13,Male,40,Cambodia,1
57,10,Female,10,Cambodia,0
23,10,Female,15,Cambodia,0
52,2,Male,56,Nicaragua,1
20,10,Female,25,Cambodia,0
42,9,Female,60,Cuba,0
27,9,Male,40,Cambodia,0
44,13,Male,40,Cambodia,1
28,7,Male,50,Cambodia,1
33,13,Male,55,Cambodia,0
24,9,Male,40,Cambodia,0
21,10,Male,40,Poland,0
19,10,Male,20,Cambodia,0
29,9,Female,20,Cambodia,0
27,13,Male,50,Cambodia,0
38,13,Male,50,Cambodia,1
45,9,Male,40,Cambodia,1
24,13,Female,40,Cambodia,0
29,9,Female,25,Cambodia,0
35,9,Male,40,Cambodia,0
51,9,Male,40,Cambodia,0
28,9,Female,40,Taiwan,0
59,6,Male,40,Cambodia,0
52,13,Male,40,Cambodia,1
51,14,Male,50,Cambodia,1
50,9,Male,40,Cambodia,0
27,13,Female,40,Cambodia,0
19,9,Female,20,Cambodia,0
44,4,Male,38,Cambodia,0
35,13,Male,50,Cambodia,0
27,9,Male,40,Cambodia,0
19,10,Female,10,Cambodia,0
39,14,Female,50,Cambodia,1
58,6,Male,40,Cambodia,0
27,9,Female,40,Cambodia,0
31,10,Male,50,Cambodia,1
23,1,Female,15,Cambodia,0
22,11,Male,44,Cambodia,0
44,10,Male,45,Cambodia,1
37,10,Male,40,Cambodia,0
61,9,Male,40,Cambodia,0
70,10,Male,80,Cambodia,0
33,9,Male,40,Cambodia,0
30,9,Male,40,Cambodia,0
49,9,Female,40,Cambodia,1
41,3,Male,40,Nicaragua,0
37,9,Male,40,Cambodia,0
25,13,Male,40,Cambodia,0
51,9,Female,40,Cambodia,0
65,15,Male,48,India,1
20,10,Male,24,Cambodia,0
64,9,Female,25,Cambodia,0
44,14,Male,40,Cambodia,1
48,9,Male,40,Scotland,0
35,9,Female,31,Cambodia,0
38,10,Male,52,Cambodia,0
24,10,Male,30,Cambodia,0
29,10,Female,40,Cambodia,0
28,10,Female,40,Cambodia,0
53,9,Female,60,France,0
26,9,Male,40,Cambodia,0
69,6,Male,10,Cambodia,0
48,9,Female,30,Cambodia,0
31,13,Female,40,Cambodia,0
51,7,Female,40,Japan,0
19,10,Female,40,Cambodia,0
25,9,Male,40,Dominican-Republic,0
17,6,Female,25,Cambodia,0
53,4,Male,50,Guatemala,1
45,9,Male,50,Cambodia,1
36,9,Male,40,Cambodia,1
44,7,Female,40,Cambodia,0
42,9,Male,40,Cambodia,0
43,9,Male,60,Cambodia,0
51,11,Male,39,Cambodia,1
51,9,Female,45,Nicaragua,0
51,15,Male,80,Cambodia,1
62,4,Male,20,Cambodia,0
51,10,Female,40,Cambodia,0
54,10,Female,48,Cambodia,0
25,8,Male,40,Cambodia,0
26,10,Female,15,Cambodia,0
61,9,Male,50,Cambodia,0
32,11,Male,60,Cambodia,0
21,10,Female,10,Cambodia,0
39,9,Male,40,Cambodia,1
40,14,Male,40,Cambodia,0
18,9,Female,38,Cambodia,0
29,11,Male,40,Cambodia,1
17,7,Female,20,Cambodia,0
21,10,Male,48,Cambodia,0
41,11,Male,40,Cambodia,1
36,9,Female,40,Cambodia,0
42,9,Male,48,Cambodia,1
22,10,Female,40,Cambodia,0
59,7,Female,35,Cambodia,0
34,10,Male,40,Cambodia,0
43,14,Female,40,Cambodia,0
26,10,Male,40,Cambodia,0
38,10,Male,50,Cambodia,1
35,9,Male,40,Cambodia,0
28,9,Male,35,Cambodia,0
56,13,Male,45,Cambodia,1
41,13,Male,37,Cambodia,0
34,9,Female,40,Cambodia,0
32,14,Male,40,Cambodia,1
25,9,Male,40,Cambodia,0
23,10,Female,25,Cambodia,0
28,13,Male,40,Cambodia,0
46,14,Female,40,Cambodia,0
37,13,Female,16,Cambodia,1
23,8,Male,21,Nicaragua,0
43,13,Female,40,Cambodia,0
42,13,Male,40,Cambodia,1
25,9,Male,84,Cambodia,0
60,10,Male,40,Cambodia,1
22,9,Male,80,Cambodia,0
36,3,Male,40,Nicaragua,0
42,11,Male,50,Cambodia,0
38,10,Male,40,Cambodia,1
31,9,Male,40,Cambodia,1
33,9,Female,40,Cambodia,0
37,10,Female,20,Scotland,0
43,14,Female,50,Cambodia,1
73,7,Male,15,Cambodia,0
42,13,Male,40,Cambodia,0
39,9,Male,45,Cambodia,1
41,12,Male,40,Cambodia,1
43,10,Male,42,Cambodia,0
29,6,Male,45,Cambodia,1
35,10,Male,50,Cambodia,0
57,10,Male,40,Cambodia,0
54,9,Male,40,China,0
37,6,Male,50,Cambodia,1
41,13,Female,40,Cambodia,0
25,13,Male,50,Cambodia,0
46,10,Female,40,Cambodia,0
46,13,Male,40,China,1
58,5,Male,40,Cambodia,0
40,9,Male,30,Cambodia,0
32,10,Female,40,Cambodia,0
24,13,Female,40,Cambodia,0
24,13,Male,40,Cambodia,0
30,3,Male,40,Nicaragua,0
42,9,Male,40,Cambodia,1
46,10,Male,40,Cambodia,0
21,10,Female,11,Cambodia,0
49,10,Male,45,Cambodia,1
56,15,Male,40,Poland,1
36,13,Male,40,Cambodia,1
28,10,Male,40,Cambodia,0
26,11,Male,65,Cambodia,0
38,5,Male,40,Cambodia,0
36,13,Male,40,Cambodia,1
48,9,Male,65,Cambodia,0
43,9,Male,40,Cambodia,0
24,10,Female,37,Cambodia,0
39,13,Male,50,Cambodia,1
41,4,Male,40,Cambodia,0
34,9,Male,40,Cambodia,0
52,13,Male,40,Cambodia,1
46,13,Male,65,Cambodia,1
36,13,Male,50,Cambodia,1
27,9,Female,40,Cambodia,0
29,10,Female,40,Cambodia,0
35,13,Male,50,Cambodia,1
18,10,Female,15,Cambodia,0
37,11,Female,30,Cambodia,0
45,13,Male,55,Cambodia,1
51,13,Male,40,Cambodia,1
43,9,Female,40,Cambodia,0
20,10,Female,45,Cambodia,0
36,14,Male,40,Cambodia,1
45,16,Male,40,Cambodia,1
43,14,Male,38,Cambodia,0
34,13,Male,60,Cambodia,1
47,9,Male,50,Cambodia,0
18,6,Male,20,Cambodia,0
18,10,Male,30,Cambodia,0
27,10,Male,45,Cambodia,0
35,6,Male,50,Cambodia,0
39,14,Female,65,Cambodia,1
58,10,Male,40,Cambodia,0
30,10,Male,40,Cambodia,1
37,12,Female,38,Cambodia,0
52,9,Male,40,Cambodia,0
33,9,Male,46,Cambodia,1
78,13,Male,40,Cambodia,1
36,13,Male,45,Cambodia,0
53,9,Male,80,Guatemala,0
46,12,Female,47,Dominican-Republic,0
62,16,Male,80,Cambodia,1
43,13,Male,40,Cambodia,0
21,9,Male,40,Haiti,0
38,13,Male,50,Cambodia,0
50,9,Male,50,Cambodia,0
52,10,Male,30,Cambodia,0
30,9,Male,80,Cambodia,0
24,13,Female,50,Cambodia,0
38,13,Female,40,Cambodia,1
69,6,Male,45,Cambodia,0
35,9,Male,90,Cambodia,1
23,10,Female,40,Cambodia,0
59,9,Male,40,Cambodia,1
60,13,Female,40,India,1
40,13,Female,24,Cambodia,1
53,12,Male,80,Cambodia,1
17,7,Female,35,Cambodia,0
36,15,Male,80,Cambodia,1
49,9,Female,35,Cambodia,0
59,9,Female,40,Cambodia,0
27,10,Female,80,Cambodia,0
17,7,Female,9,Cambodia,0
44,10,Male,55,Cambodia,0
54,9,Male,54,Cambodia,1
66,13,Male,70,Cambodia,0
38,13,Male,45,Cambodia,1
23,10,Male,32,Cambodia,0
37,10,Female,40,Cambodia,1
28,6,Female,15,Cambodia,0
46,11,Female,70,Cambodia,1
21,10,Female,40,Cambodia,0
32,13,Male,40,Cambodia,0
18,10,Male,26,Cambodia,0
34,7,Female,30,Cambodia,0
29,9,Male,30,Cambodia,0
20,10,Male,40,Cambodia,0
45,10,Male,47,Cambodia,1
35,9,Male,56,Cambodia,0
29,9,Male,45,Cambodia,0
28,10,Female,40,Cambodia,0
23,13,Female,40,Cambodia,0
19,10,Male,35,Cambodia,0
44,14,Male,60,Cambodia,1
60,10,Male,40,Cambodia,1
31,9,Male,45,Cambodia,0
28,9,Male,42,Cambodia,0
38,10,Female,38,Cambodia,0
35,2,Male,40,Haiti,0
20,9,Female,40,Cambodia,0
51,5,Male,40,Cambodia,0
23,9,Male,60,Cambodia,0
31,9,Male,35,Cambodia,0
41,9,Female,40,Cambodia,1
24,14,Female,40,Cambodia,0
61,9,Female,82,Cambodia,0
66,9,Male,20,Cambodia,0
25,9,Male,55,Cambodia,0
47,16,Male,50,Cambodia,0
40,2,Male,40,Nicaragua,0
61,9,Male,40,Cambodia,1
37,9,Male,50,Cambodia,1
24,11,Female,40,Cambodia,0
40,9,Male,40,Cambodia,0
31,10,Female,40,Cambodia,0
35,9,Female,36,Cambodia,0
24,10,Female,52,Ecuador,0
31,13,Male,55,Cambodia,1
27,7,Male,40,Scotland,0
35,9,Female,48,Cambodia,0
37,8,Female,45,Cambodia,0
58,11,Male,40,Cambodia,1
18,9,Female,45,Cambodia,0
30,9,Female,40,Cambodia,0
42,10,Male,40,Cambodia,0
66,9,Male,40,Cambodia,0
48,3,Male,40,Nicaragua,0
50,14,Male,40,Cambodia,1
40,5,Male,40,Cambodia,1
31,9,Male,40,Cambodia,1
41,9,Female,40,Cambodia,0
49,13,Male,40,Cambodia,0
54,10,Male,40,Cambodia,0
25,6,Female,24,Cambodia,0
46,15,Male,50,Cambodia,1
67,10,Male,15,Cambodia,0
39,10,Male,62,Cambodia,1
21,11,Male,40,Cambodia,0
50,15,Male,60,Cambodia,1
53,10,Male,40,Cambodia,0
52,9,Female,25,Cambodia,0
47,13,Female,40,Cambodia,1
65,9,Male,24,Cambodia,0
25,7,Male,40,Nicaragua,0
50,10,Male,50,Greece,1
30,10,Female,40,Cambodia,0
64,9,Male,20,Cambodia,0
45,10,Male,40,Cambodia,1
22,4,Female,40,Nicaragua,0
22,13,Female,7,Cambodia,0
49,13,Female,50,Cambodia,0
38,13,Male,60,Cambodia,1
20,5,Female,40,Nicaragua,0
32,10,Male,50,China,1
18,7,Female,20,Cambodia,0
53,12,Female,40,Cambodia,0
23,13,Female,20,Cambodia,0
47,3,Male,55,Jamaica,1
59,9,Female,40,Cambodia,0
69,7,Female,40,Cambodia,0
31,10,Male,40,Cambodia,0
73,9,Female,15,Cambodia,0
51,9,Male,30,Cambodia,0
51,11,Male,40,Cambodia,0
30,10,Male,40,Cambodia,0
23,5,Male,40,Cambodia,0
18,8,Female,12,Cambodia,0
22,9,Female,40,Cambodia,0
20,9,Female,40,Cambodia,0
24,9,Female,45,Cambodia,0
57,13,Male,40,Poland,1
46,9,Male,40,Cambodia,1
45,9,Male,31,Cambodia,0
25,10,Female,40,Cambodia,0
29,9,Male,40,Cambodia,0
28,13,Female,50,Cambodia,1
44,13,Male,55,Cambodia,0
25,10,Male,35,Cambodia,0
23,8,Male,38,Cambodia,0
23,13,Male,40,Cambodia,0
39,10,Male,60,Cambodia,0
22,13,Male,8,Cambodia,0
47,10,Male,72,Cambodia,0
34,9,Male,45,Cambodia,0
40,12,Female,70,Cambodia,0
18,9,Female,25,Cambodia,0
47,9,Female,43,Cambodia,0
19,9,Female,55,Cambodia,0
38,9,Male,50,Cambodia,0
23,5,Male,39,Nicaragua,0
31,13,Male,40,Cambodia,1
49,14,Male,80,Nicaragua,1
27,9,Male,40,Cambodia,0
75,1,Female,48,Poland,0
53,11,Male,45,Cambodia,1
17,7,Female,20,Cambodia,0
39,10,Female,40,Cambodia,0
36,10,Male,60,Cambodia,1
18,9,Male,10,Cambodia,0
33,6,Female,32,Cambodia,0
50,11,Male,40,Cambodia,1
48,14,Female,40,Cambodia,1
29,9,Male,50,Cambodia,0
55,9,Male,60,Cambodia,0
28,9,Male,40,Cambodia,0
36,8,Female,40,Nicaragua,0
21,9,Female,30,Cambodia,0
30,14,Female,45,Cambodia,0
22,10,Male,24,Cambodia,0
36,9,Female,30,Cambodia,0
31,10,Male,46,Cambodia,0
41,10,Male,48,Cambodia,0
21,10,Female,11,Cambodia,0
49,9,Female,40,Cambodia,0
46,13,Male,40,Philippines,0
23,9,Male,40,Cambodia,0
19,9,Female,20,Cambodia,0
35,9,Female,50,Cambodia,0
32,10,Female,40,Cambodia,0
32,12,Male,45,Cambodia,1
25,13,Female,40,Cambodia,0
29,9,Female,40,Cambodia,0
64,13,Male,40,Cambodia,1
34,11,Male,53,Cambodia,0
31,8,Male,40,Cambodia,0
33,9,Male,40,England,0
33,10,Male,35,Cambodia,0
38,13,Male,37,Cambodia,0
27,14,Male,35,Cambodia,0
46,9,Male,70,China,1
19,9,Female,13,Cambodia,0
51,10,Male,60,Cambodia,0
34,9,Male,55,Cambodia,0
28,11,Female,35,Cambodia,0
36,13,Male,42,Cambodia,1
29,16,Male,60,Iran,0
60,9,Male,50,Cambodia,0
24,9,Female,40,Cambodia,0
32,10,Female,50,Cambodia,0
27,9,Female,40,Cambodia,0
51,9,Male,40,Cambodia,1
41,13,Male,35,Poland,1
21,10,Female,30,Cambodia,0
18,7,Male,40,Cambodia,0
44,9,Male,40,Cambodia,1
45,10,Female,45,Cambodia,0
26,9,Female,25,Cambodia,0
90,9,Male,30,Cambodia,0
42,9,Female,40,Cambodia,0
40,9,Female,45,France,0
59,10,Female,32,Cambodia,0
48,4,Male,40,Cambodia,1
42,10,Male,40,Cambodia,0
37,10,Male,40,Cambodia,0
32,13,Female,35,Cambodia,1
35,13,Male,47,Cambodia,1
45,10,Female,50,Cambodia,0
29,13,Male,50,France,0
47,12,Male,40,Cambodia,1
53,10,Male,40,Cambodia,1
37,14,Female,40,Cambodia,1
39,9,Male,40,Cambodia,0
33,9,Female,40,Cambodia,0
32,9,Female,40,Cambodia,0
34,13,Male,47,Cambodia,1
20,9,Male,40,Cambodia,0
36,11,Male,75,Cambodia,0
28,9,Male,40,Cambodia,0
27,12,Female,40,Greece,0
38,5,Male,40,Cambodia,1
38,9,Male,50,Cambodia,0
47,7,Male,40,Cambodia,0
32,10,Male,40,Cambodia,0
41,9,Male,60,Japan,0
49,4,Male,40,Cambodia,0
19,1,Male,50,Nicaragua,0
36,13,Female,40,Cambodia,0
47,9,Male,32,Cambodia,0
40,9,Male,50,Cambodia,0
39,11,Male,45,Cambodia,1
38,4,Male,40,Nicaragua,0
25,10,Male,38,Cambodia,0
46,6,Male,40,Cambodia,1
54,10,Female,40,Cambodia,0
58,9,Female,40,Cambodia,0
25,9,Male,40,Cambodia,0
31,9,Male,24,Cambodia,0
22,10,Female,40,Cambodia,0
49,9,Male,40,Cambodia,0
46,13,Male,60,Cambodia,1
29,10,Female,40,Cambodia,0
44,11,Male,48,Cambodia,1
41,10,Male,46,Cambodia,1
36,6,Female,24,Cambodia,0
29,10,Female,10,Cambodia,0
45,9,Male,50,Taiwan,1
20,9,Male,32,Cambodia,0
37,8,Female,40,Cambodia,0
27,16,Female,40,Cambodia,0
44,13,Male,40,Cambodia,1
64,4,Female,40,Cambodia,0
42,12,Female,40,Cambodia,0
38,9,Male,55,Cambodia,1
50,13,Female,40,Cambodia,1
45,9,Male,40,Cambodia,0
55,12,Male,40,Cambodia,0
40,14,Female,55,Cambodia,1
25,11,Female,40,Cambodia,0
35,13,Male,40,Cambodia,1
37,13,Male,40,Cambodia,0
51,9,Male,50,Cambodia,1
29,9,Female,40,Cambodia,0
25,13,Female,25,Cambodia,0
40,9,Male,40,Cambodia,0
39,15,Female,35,Cambodia,1
54,13,Male,40,Cambodia,1
30,13,Male,40,England,0
23,9,Male,40,Cambodia,0
64,10,Male,50,Cambodia,1
36,13,Male,35,Cambodia,0
38,12,Female,40,Cambodia,0
48,13,Female,40,Cambodia,0
22,10,Male,40,Cambodia,0
21,9,Male,20,Nicaragua,0
26,9,Male,40,Cambodia,0
42,10,Male,40,Cambodia,0
41,10,Male,50,Cambodia,0
21,6,Male,40,Cambodia,0
51,13,Female,40,Cambodia,0
29,10,Female,50,Cambodia,0
33,10,Female,5,Cambodia,0
37,14,Male,40,Cambodia,0
25,14,Male,20,Cambodia,0
29,11,Male,56,Cambodia,1
64,9,Female,24,Cambodia,0
33,10,Female,40,Cambodia,0
40,15,Male,70,Cambodia,1
54,1,Male,40,Iran,0
18,7,Male,15,Cambodia,0
46,9,Male,40,Cambodia,1
41,9,Female,44,Dominican-Republic,0
20,10,Male,27,Cambodia,0
25,10,Male,40,Cambodia,0
49,14,Male,70,Cambodia,1
48,9,Male,40,Cambodia,0
48,10,Female,40,Cambodia,1
70,9,Male,40,Cambodia,0
55,9,Male,40,Cambodia,0
34,9,Male,50,Cambodia,0
19,9,Male,20,Cambodia,0
19,9,Male,24,Cambodia,0
41,9,Male,40,Cambodia,0
45,14,Male,50,Cambodia,1
38,9,Male,32,Cambodia,0
58,10,Female,40,Cambodia,0
25,10,Male,55,Cambodia,0
64,10,Female,70,Cambodia,0
24,9,Male,40,Cambodia,0
52,12,Male,40,Cambodia,1
44,11,Male,44,Cambodia,0
43,9,Male,40,Cambodia,0
45,15,Male,50,Cambodia,1
39,9,Male,40,Cambodia,0
18,8,Male,24,Cambodia,0
71,3,Male,40,Cambodia,0
38,9,Male,40,Cambodia,0
18,7,Male,18,Cambodia,0
40,10,Male,50,Cambodia,0
32,10,Female,40,Cambodia,0
32,3,Male,40,Nicaragua,0
33,9,Male,40,Cambodia,0
50,10,Male,48,Cambodia,0
61,9,Female,35,Cambodia,0
18,8,Male,55,Cambodia,0
37,10,Male,40,Cambodia,0
63,9,Female,30,Cambodia,0
47,9,Male,40,Scotland,0
21,10,Female,45,Cambodia,0
31,10,Male,50,Cambodia,1
27,10,Male,40,Cambodia,0
26,9,Male,40,Cambodia,0
55,13,Male,60,Cambodia,1
59,10,Male,20,Cambodia,1
34,10,Male,52,Japan,0
23,13,Male,66,El-Salvador,0
31,14,Male,43,Cambodia,1
